pretty_id	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id.x	ips_ipr	ips_ipr_desc	ips_go	ips_pathway	protein_id.y	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-IR01_00027	lcl|NW_015622504.1_cds_XP_016227698.1_28	502.018499507768	0.542027814826513	0.19334827650139	2.80337546646099	0.00505707580846986	0.0142341684060896	NW_015622504.1_cds_XP_016227698.1_28					NW_015622504.1_cds_XP_016227698.1_28	1182553.XP_007742190.1	2.06e-251	703	28MKT@1|root,2QU4J@2759|Eukaryota,39C6U@33154|Opisthokonta,3P0EY@4751|Fungi,3QMTN@4890|Ascomycota,20BXI@147545|Eurotiomycetes,3MQEZ@451870|Chaetothyriomycetidae	4751|Fungi	S	Family of unknown function (DUF5427)		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0012505,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464											DUF5427
gene-IR01_00028	lcl|NW_015622504.1_cds_XP_016227699.1_29	64.1110130863518	2.49083350837168	0.506740349166841	4.91540393905279	8.85995863340374e-07	6.19127222541021e-06	NW_015622504.1_cds_XP_016227699.1_29					NW_015622504.1_cds_XP_016227699.1_29	1182553.XP_007742189.1	1.29e-222	633	2CN80@1|root,2QUEK@2759|Eukaryota,39WZW@33154|Opisthokonta,3NZDS@4751|Fungi,3QRVQ@4890|Ascomycota,20B4Z@147545|Eurotiomycetes,3MVAW@451870|Chaetothyriomycetidae	4751|Fungi	S	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		GO:0000228,GO:0000429,GO:0000436,GO:0000785,GO:0000790,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001228,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0007154,GO:0007584,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031974,GO:0031981,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0045990,GO:0045991,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0061413,GO:0061414,GO:0065007,GO:0070013,GO:0070887,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1903930,GO:1903931,GO:1990837,GO:2000112,GO:2001141											Zn_clus
gene-IR01_00029	lcl|NW_015622504.1_cds_XP_016227700.1_30	71.7520625754415	2.19746109216772	0.431781075945376	5.08929458605017	3.59397931446334e-07	2.72090388165299e-06	NW_015622504.1_cds_XP_016227700.1_30					NW_015622504.1_cds_XP_016227700.1_30	1182553.XP_007742187.1	2.05e-230	639	arCOG06169@1|root,2SHMI@2759|Eukaryota,39U1V@33154|Opisthokonta,3NWZW@4751|Fungi,3QSAU@4890|Ascomycota,20D3V@147545|Eurotiomycetes	4751|Fungi	S	Arylsulfotransferase (ASST)													Arylsulfotran_2,Arylsulfotrans
gene-IR01_00033	lcl|NW_015622504.1_cds_XP_016227704.1_34	55.3379432725283	-0.861439085160332	0.352590381676257	-2.4431723890622	0.014558781122423	0.0356707473968019	NW_015622504.1_cds_XP_016227704.1_34					NW_015622504.1_cds_XP_016227704.1_34	1182553.XP_007742275.1	6.01e-167	481	KOG2512@1|root,KOG2512@2759|Eukaryota,39SCD@33154|Opisthokonta,3NXR3@4751|Fungi,3QQ26@4890|Ascomycota,20B36@147545|Eurotiomycetes,3MU9Z@451870|Chaetothyriomycetidae	4751|Fungi	O	Tubulin-specific chaperone C N-terminal domain		GO:0003674,GO:0005096,GO:0005488,GO:0005515,GO:0005575,GO:0006457,GO:0007021,GO:0008047,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0030234,GO:0030695,GO:0032991,GO:0034622,GO:0043085,GO:0043087,GO:0043547,GO:0043933,GO:0044085,GO:0044093,GO:0050790,GO:0051082,GO:0051336,GO:0051345,GO:0060589,GO:0065003,GO:0065007,GO:0065009,GO:0071840,GO:0098772,GO:1990727		ko:K21766					ko00000,ko04812				TBCC,TBCC_N
gene-IR01_00035	lcl|NW_015622504.1_cds_XP_016227706.1_36	311.540151251447	-2.11976470977126	0.409683130888621	-5.17415668341869	2.28942648650347e-07	1.79035471609254e-06	NW_015622504.1_cds_XP_016227706.1_36					NW_015622504.1_cds_XP_016227706.1_36	1182553.XP_007742273.1	1.9e-235	661	COG1310@1|root,KOG2880@2759|Eukaryota,38CKJ@33154|Opisthokonta,3NXWM@4751|Fungi,3QN4X@4890|Ascomycota,20FMW@147545|Eurotiomycetes,3MV2B@451870|Chaetothyriomycetidae	4751|Fungi	T	USP8 dimerisation domain		GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006810,GO:0006886,GO:0007034,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008270,GO:0009056,GO:0009057,GO:0009987,GO:0015031,GO:0015833,GO:0016192,GO:0016197,GO:0016579,GO:0016787,GO:0019538,GO:0019783,GO:0019941,GO:0030163,GO:0031593,GO:0032509,GO:0032511,GO:0033036,GO:0033365,GO:0034613,GO:0035871,GO:0036211,GO:0036459,GO:0042886,GO:0043162,GO:0043167,GO:0043169,GO:0043170,GO:0043328,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0045184,GO:0045324,GO:0046872,GO:0046907,GO:0046914,GO:0051179,GO:0051234,GO:0051603,GO:0051641,GO:0051649,GO:0061578,GO:0070011,GO:0070530,GO:0070536,GO:0070646,GO:0070647,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071985,GO:0072594,GO:0072665,GO:0072666,GO:0101005,GO:0120113,GO:0140030,GO:0140096,GO:1901564,GO:1901565,GO:1901575	3.4.19.12	ko:K11866	ko04144,map04144				ko00000,ko00001,ko01000,ko01002,ko04121,ko04131				JAB,USP8_dimer
gene-IR01_00037	lcl|NW_015622504.1_cds_XP_016227708.1_38	216.064710402315	-1.48476473523979	0.231150172780992	-6.42337713779933	1.33283726990117e-10	1.82285676248374e-09	NW_015622504.1_cds_XP_016227708.1_38					NW_015622504.1_cds_XP_016227708.1_38	43229.XP_007722233.1	1.79e-296	829	KOG2406@1|root,KOG2406@2759|Eukaryota,38H0J@33154|Opisthokonta,3NYJE@4751|Fungi,3QJHZ@4890|Ascomycota,20E8J@147545|Eurotiomycetes,3MQZZ@451870|Chaetothyriomycetidae	4751|Fungi	K	SGT1 protein		GO:0003674,GO:0003712,GO:0003713,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006109,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1900402,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141											SGT1
gene-IR01_00038	lcl|NW_015622504.1_cds_XP_016227709.1_39	29.8125024443978	1.9205064053662	0.466575871828748	4.11617171252076	3.85217358869389e-05	0.000194372072249137	NW_015622504.1_cds_XP_016227709.1_39					NW_015622504.1_cds_XP_016227709.1_39	43229.XP_007722232.1	0	1006	28TK9@1|root,2R0AV@2759|Eukaryota,39VEY@33154|Opisthokonta,3NXUJ@4751|Fungi,3QK1I@4890|Ascomycota,20GCM@147545|Eurotiomycetes,3MQCE@451870|Chaetothyriomycetidae	4751|Fungi	S	Pericentrin-AKAP-450 domain of centrosomal targeting protein		GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005815,GO:0005816,GO:0005823,GO:0005856,GO:0015630,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044450,GO:0044464,GO:0044732,GO:0061493,GO:0071958,GO:0110092											Cnn_1N,PACT_coil_coil
gene-IR01_00039	lcl|NW_015622504.1_cds_XP_016227710.1_40	55.6060925739071	-0.949717648944085	0.350352164793923	-2.71075147916585	0.00671309208056938	0.0182437685864373	NW_015622504.1_cds_XP_016227710.1_40					NW_015622504.1_cds_XP_016227710.1_40	43228.XP_007730286.1	1.22e-175	500	COG2021@1|root,2SKF6@2759|Eukaryota,39U7T@33154|Opisthokonta,3P0DX@4751|Fungi,3QM8E@4890|Ascomycota,20FN6@147545|Eurotiomycetes,3MTUB@451870|Chaetothyriomycetidae	4751|Fungi	E	Alpha/beta hydrolase family			2.3.1.31	ko:K00641	ko00270,ko01100,ko01130,map00270,map01100,map01130		R01776	RC00004,RC00041	ko00000,ko00001,ko01000				Abhydrolase_1
gene-IR01_00041	lcl|NW_015622504.1_cds_XP_016227712.1_42	26.7933602913479	1.27419392972239	0.44070349971341	2.89127254616993	0.00383685216951429	0.0112886603868868	NW_015622504.1_cds_XP_016227712.1_42					NW_015622504.1_cds_XP_016227712.1_42	5970.XP_009159032.1	0	998	COG5059@1|root,KOG0242@2759|Eukaryota,38GPV@33154|Opisthokonta,3NWYH@4751|Fungi,3QKTQ@4890|Ascomycota,20DXX@147545|Eurotiomycetes,3MRQI@451870|Chaetothyriomycetidae	4751|Fungi	Z	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family				ko:K10403	ko04914,map04914				ko00000,ko00001,ko04812				Kinesin
gene-IR01_00042	lcl|NW_015622504.1_cds_XP_016227713.1_43	165.478839025225	-1.04204407542186	0.443526321949372	-2.34945261161029	0.0188010371546528	0.0444645729284625	NW_015622504.1_cds_XP_016227713.1_43					NW_015622504.1_cds_XP_016227713.1_43	86049.XP_008726829.1	1.02e-183	520	COG1097@1|root,KOG3013@2759|Eukaryota,38E1V@33154|Opisthokonta,3NWAX@4751|Fungi,3QND2@4890|Ascomycota,20D8I@147545|Eurotiomycetes,3MSNG@451870|Chaetothyriomycetidae	4751|Fungi	A	Exosome complex component RRP4	rrp4	GO:0000176,GO:0000177,GO:0000178,GO:0000184,GO:0000228,GO:0000288,GO:0000291,GO:0000459,GO:0000460,GO:0000466,GO:0000467,GO:0000469,GO:0000785,GO:0000790,GO:0000956,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006401,GO:0006402,GO:0006403,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008298,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010467,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016072,GO:0016073,GO:0016074,GO:0016075,GO:0016078,GO:0016180,GO:0019222,GO:0019439,GO:0022613,GO:0031123,GO:0031125,GO:0031126,GO:0031974,GO:0031981,GO:0032991,GO:0033036,GO:0034427,GO:0034470,GO:0034472,GO:0034475,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0042254,GO:0043144,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043628,GO:0043632,GO:0043633,GO:0043634,GO:0043928,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0051179,GO:0051641,GO:0060255,GO:0065007,GO:0070013,GO:0070478,GO:0070481,GO:0070651,GO:0070727,GO:0071025,GO:0071027,GO:0071028,GO:0071029,GO:0071031,GO:0071033,GO:0071034,GO:0071035,GO:0071038,GO:0071042,GO:0071043,GO:0071046,GO:0071047,GO:0071049,GO:0071051,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902494,GO:1905354		ko:K03679	ko03018,map03018	M00390,M00391			ko00000,ko00001,ko00002,ko03019				ECR1_N,KH_6
gene-IR01_00044	lcl|NW_015622504.1_cds_XP_016227715.1_45	250.924412628034	2.20169664906677	0.307684465661057	7.1556964838522	8.32491543410179e-13	1.56349679522005e-11	NW_015622504.1_cds_XP_016227715.1_45					NW_015622504.1_cds_XP_016227715.1_45	337075.U4LPH8	0.00049	49.7	2CZ5Y@1|root,2S8N8@2759|Eukaryota,3A03I@33154|Opisthokonta,3P7SJ@4751|Fungi,3QJJQ@4890|Ascomycota	4751|Fungi	S	Transcription factor	FCR1												Zn_clus
gene-IR01_00046	lcl|NW_015622504.1_cds_XP_016227717.1_47	175.844690053444	3.17409962756722	0.522286187520232	6.07731872565415	1.2220870791986e-09	1.42870003362371e-08	NW_015622504.1_cds_XP_016227717.1_47					NW_015622504.1_cds_XP_016227717.1_47	43229.XP_007722112.1	1.13e-42	150	28TYC@1|root,2R0NX@2759|Eukaryota,38TMP@33154|Opisthokonta,3PV9Y@4751|Fungi,3REFZ@4890|Ascomycota,20P1X@147545|Eurotiomycetes,3MY1S@451870|Chaetothyriomycetidae	4751|Fungi															bZIP_1
gene-IR01_00047	lcl|NW_015622504.1_cds_XP_016227718.1_48	184.166314036004	1.37903013978457	0.396889015979538	3.47459890362817	0.000511617719641061	0.00194221749329913	NW_015622504.1_cds_XP_016227718.1_48					NW_015622504.1_cds_XP_016227718.1_48	470704.XP_007756625.1	5.99e-88	266	2E3UT@1|root,2SAUS@2759|Eukaryota,3A7AU@33154|Opisthokonta,3P5E7@4751|Fungi,3QY7K@4890|Ascomycota,20N3U@147545|Eurotiomycetes,3MWXG@451870|Chaetothyriomycetidae	4751|Fungi	S	Acetyltransferase (GNAT) family													Acetyltransf_1,FR47
