pretty_id	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	protein_id.x	ips_ipr	ips_ipr_desc	ips_go	ips_pathway	protein_id.y	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-IR01_00020	lcl|NW_015622504.1_cds_XP_016227691.1_21	28.2253958719715	-1.55971979691063	0.641994758933741	-2.42948992216244	0.0151200852643994	0.0400334199208104	NW_015622504.1_cds_XP_016227691.1_21					NW_015622504.1_cds_XP_016227691.1_21	5970.XP_009159026.1	4.9e-199	555	COG0657@1|root,KOG1515@2759|Eukaryota,38Q4G@33154|Opisthokonta,3NZKC@4751|Fungi,3QTYI@4890|Ascomycota,20FB2@147545|Eurotiomycetes,3MWGN@451870|Chaetothyriomycetidae	4751|Fungi	V	Carboxylesterase family													Abhydrolase_3
gene-IR01_00021	lcl|NW_015622504.1_cds_XP_016227692.1_22	207.114864037547	0.824506288385934	0.295701481195033	2.78830625079664	0.00529844298651457	0.0163255519507948	NW_015622504.1_cds_XP_016227692.1_22					NW_015622504.1_cds_XP_016227692.1_22	1182553.XP_007742252.1	1.19e-290	820	KOG3758@1|root,KOG3758@2759|Eukaryota,38DBZ@33154|Opisthokonta,3NV7G@4751|Fungi,3QPD0@4890|Ascomycota,20CJZ@147545|Eurotiomycetes,3MPUX@451870|Chaetothyriomycetidae	4751|Fungi	U	Conserved oligomeric complex COG6	COG6	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0006810,GO:0006886,GO:0006891,GO:0008104,GO:0008150,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0016192,GO:0017119,GO:0032258,GO:0032991,GO:0033036,GO:0033365,GO:0034613,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046907,GO:0048193,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061919,GO:0070727,GO:0071702,GO:0071705,GO:0072665,GO:0099023		ko:K20293					ko00000,ko04131				COG6
gene-IR01_00026	lcl|NW_015622504.1_cds_XP_016227697.1_27	104.423997532178	-3.6873626256267	0.58128701393441	-6.34344572858937	2.24682146162319e-10	3.55612306208019e-09	NW_015622504.1_cds_XP_016227697.1_27					NW_015622504.1_cds_XP_016227697.1_27	43229.XP_007722098.1	3.56e-13	65.5	2F4HV@1|root,2T5HT@2759|Eukaryota,38ZEE@33154|Opisthokonta,3PZ0U@4751|Fungi,3RI59@4890|Ascomycota,20P61@147545|Eurotiomycetes,3MXWD@451870|Chaetothyriomycetidae	4751|Fungi															
gene-IR01_00028	lcl|NW_015622504.1_cds_XP_016227699.1_29	64.1110130863518	-1.7947352595432	0.517565951308457	-3.46764553388014	0.000525039353249529	0.00219088893556269	NW_015622504.1_cds_XP_016227699.1_29					NW_015622504.1_cds_XP_016227699.1_29	1182553.XP_007742189.1	1.29e-222	633	2CN80@1|root,2QUEK@2759|Eukaryota,39WZW@33154|Opisthokonta,3NZDS@4751|Fungi,3QRVQ@4890|Ascomycota,20B4Z@147545|Eurotiomycetes,3MVAW@451870|Chaetothyriomycetidae	4751|Fungi	S	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		GO:0000228,GO:0000429,GO:0000436,GO:0000785,GO:0000790,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001228,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0007154,GO:0007584,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009605,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0031974,GO:0031981,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0042221,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0045990,GO:0045991,GO:0046483,GO:0046872,GO:0046914,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0061413,GO:0061414,GO:0065007,GO:0070013,GO:0070887,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1903930,GO:1903931,GO:1990837,GO:2000112,GO:2001141											Zn_clus
gene-IR01_00029	lcl|NW_015622504.1_cds_XP_016227700.1_30	71.7520625754415	-1.91788568889006	0.439518712200723	-4.36360417804961	1.27936972253294e-05	8.11904335910384e-05	NW_015622504.1_cds_XP_016227700.1_30					NW_015622504.1_cds_XP_016227700.1_30	1182553.XP_007742187.1	2.05e-230	639	arCOG06169@1|root,2SHMI@2759|Eukaryota,39U1V@33154|Opisthokonta,3NWZW@4751|Fungi,3QSAU@4890|Ascomycota,20D3V@147545|Eurotiomycetes	4751|Fungi	S	Arylsulfotransferase (ASST)													Arylsulfotran_2,Arylsulfotrans
gene-IR01_00034	lcl|NW_015622504.1_cds_XP_016227705.1_35	883.842348750573	0.636803160652747	0.192655462286349	3.30539893909808	0.000948412998916831	0.00368809574001299	NW_015622504.1_cds_XP_016227705.1_35					NW_015622504.1_cds_XP_016227705.1_35	43228.XP_007730281.1	7.59e-109	323	KOG4157@1|root,KOG4157@2759|Eukaryota,3A1U2@33154|Opisthokonta,3P3P2@4751|Fungi,3QV21@4890|Ascomycota,20H5D@147545|Eurotiomycetes,3MT4R@451870|Chaetothyriomycetidae	4751|Fungi	GO	WSC domain	wsc1	GO:0000322,GO:0000323,GO:0000324,GO:0003674,GO:0004888,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005773,GO:0005783,GO:0005886,GO:0005933,GO:0005935,GO:0005937,GO:0006914,GO:0006950,GO:0006970,GO:0006996,GO:0007010,GO:0007154,GO:0007163,GO:0007165,GO:0007166,GO:0007264,GO:0007265,GO:0007266,GO:0008150,GO:0008152,GO:0009056,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0023052,GO:0030010,GO:0030029,GO:0030036,GO:0030100,GO:0030242,GO:0030427,GO:0031505,GO:0032879,GO:0035556,GO:0038023,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043332,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044463,GO:0044464,GO:0045229,GO:0045807,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051286,GO:0051716,GO:0060089,GO:0060627,GO:0061919,GO:0065007,GO:0071554,GO:0071555,GO:0071840,GO:0071852,GO:0071944,GO:0120025,GO:0120038		ko:K11244	ko04011,ko04139,map04011,map04139				ko00000,ko00001				WSC
gene-IR01_00035	lcl|NW_015622504.1_cds_XP_016227706.1_36	311.540151251447	1.74373728030093	0.411512032625488	4.23739074936816	2.26132391252133e-05	0.000134907204291462	NW_015622504.1_cds_XP_016227706.1_36					NW_015622504.1_cds_XP_016227706.1_36	1182553.XP_007742273.1	1.9e-235	661	COG1310@1|root,KOG2880@2759|Eukaryota,38CKJ@33154|Opisthokonta,3NXWM@4751|Fungi,3QN4X@4890|Ascomycota,20FMW@147545|Eurotiomycetes,3MV2B@451870|Chaetothyriomycetidae	4751|Fungi	T	USP8 dimerisation domain		GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0006810,GO:0006886,GO:0007034,GO:0008104,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008270,GO:0009056,GO:0009057,GO:0009987,GO:0015031,GO:0015833,GO:0016192,GO:0016197,GO:0016579,GO:0016787,GO:0019538,GO:0019783,GO:0019941,GO:0030163,GO:0031593,GO:0032509,GO:0032511,GO:0033036,GO:0033365,GO:0034613,GO:0035871,GO:0036211,GO:0036459,GO:0042886,GO:0043162,GO:0043167,GO:0043169,GO:0043170,GO:0043328,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0045184,GO:0045324,GO:0046872,GO:0046907,GO:0046914,GO:0051179,GO:0051234,GO:0051603,GO:0051641,GO:0051649,GO:0061578,GO:0070011,GO:0070530,GO:0070536,GO:0070646,GO:0070647,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071985,GO:0072594,GO:0072665,GO:0072666,GO:0101005,GO:0120113,GO:0140030,GO:0140096,GO:1901564,GO:1901565,GO:1901575	3.4.19.12	ko:K11866	ko04144,map04144				ko00000,ko00001,ko01000,ko01002,ko04121,ko04131				JAB,USP8_dimer
gene-IR01_00036	lcl|NW_015622504.1_cds_XP_016227707.1_37	44.8658447187769	1.29902525226797	0.434877002624715	2.98710956069798	0.00281628774060272	0.00957269023136584	NW_015622504.1_cds_XP_016227707.1_37					NW_015622504.1_cds_XP_016227707.1_37	1182553.XP_007742268.1	6.09e-230	640	COG0596@1|root,KOG2565@2759|Eukaryota,38FY7@33154|Opisthokonta,3NUFK@4751|Fungi,3QM6Z@4890|Ascomycota,20G15@147545|Eurotiomycetes	4751|Fungi	S	epoxide hydrolase													EHN
gene-IR01_00037	lcl|NW_015622504.1_cds_XP_016227708.1_38	216.064710402315	1.08617784337897	0.233922249360889	4.64332848348785	3.42840615684366e-06	2.50739436068052e-05	NW_015622504.1_cds_XP_016227708.1_38					NW_015622504.1_cds_XP_016227708.1_38	43229.XP_007722233.1	1.79e-296	829	KOG2406@1|root,KOG2406@2759|Eukaryota,38H0J@33154|Opisthokonta,3NYJE@4751|Fungi,3QJHZ@4890|Ascomycota,20E8J@147545|Eurotiomycetes,3MQZZ@451870|Chaetothyriomycetidae	4751|Fungi	K	SGT1 protein		GO:0003674,GO:0003712,GO:0003713,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006109,GO:0006355,GO:0006357,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0019219,GO:0019222,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1900402,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141											SGT1
gene-IR01_00039	lcl|NW_015622504.1_cds_XP_016227710.1_40	55.6060925739071	1.16815019383336	0.368453495174714	3.17041420187762	0.00152221779472404	0.00558629193870388	NW_015622504.1_cds_XP_016227710.1_40					NW_015622504.1_cds_XP_016227710.1_40	43228.XP_007730286.1	1.22e-175	500	COG2021@1|root,2SKF6@2759|Eukaryota,39U7T@33154|Opisthokonta,3P0DX@4751|Fungi,3QM8E@4890|Ascomycota,20FN6@147545|Eurotiomycetes,3MTUB@451870|Chaetothyriomycetidae	4751|Fungi	E	Alpha/beta hydrolase family			2.3.1.31	ko:K00641	ko00270,ko01100,ko01130,map00270,map01100,map01130		R01776	RC00004,RC00041	ko00000,ko00001,ko01000				Abhydrolase_1
gene-IR01_00044	lcl|NW_015622504.1_cds_XP_016227715.1_45	250.924412628034	-1.16808114566322	0.31386373570094	-3.72161869243859	0.000197949782279723	0.000934633877678712	NW_015622504.1_cds_XP_016227715.1_45					NW_015622504.1_cds_XP_016227715.1_45	337075.U4LPH8	0.00049	49.7	2CZ5Y@1|root,2S8N8@2759|Eukaryota,3A03I@33154|Opisthokonta,3P7SJ@4751|Fungi,3QJJQ@4890|Ascomycota	4751|Fungi	S	Transcription factor	FCR1												Zn_clus
gene-IR01_00046	lcl|NW_015622504.1_cds_XP_016227717.1_47	175.844690053444	-2.8026603280907	0.525133132675625	-5.33704722421677	9.44724407485015e-08	9.52854388769472e-07	NW_015622504.1_cds_XP_016227717.1_47					NW_015622504.1_cds_XP_016227717.1_47	43229.XP_007722112.1	1.13e-42	150	28TYC@1|root,2R0NX@2759|Eukaryota,38TMP@33154|Opisthokonta,3PV9Y@4751|Fungi,3REFZ@4890|Ascomycota,20P1X@147545|Eurotiomycetes,3MY1S@451870|Chaetothyriomycetidae	4751|Fungi															bZIP_1
gene-IR01_00051	lcl|NW_015622504.1_cds_XP_016227722.1_52	52.2642435884418	1.35319051260361	0.400527457503254	3.37852121559636	0.000728768089963463	0.00292092693674106	NW_015622504.1_cds_XP_016227722.1_52					NW_015622504.1_cds_XP_016227722.1_52	1182553.XP_007742078.1	2.69e-77	251	2CXWJ@1|root,2S0AG@2759|Eukaryota,3A525@33154|Opisthokonta,3P3V0@4751|Fungi,3QUFM@4890|Ascomycota,20EZG@147545|Eurotiomycetes,3MSUN@451870|Chaetothyriomycetidae	4751|Fungi	S	Transcriptional regulator													DEK_C
gene-IR01_00053	lcl|NW_015622504.1_cds_XP_016227724.1_54	123.131010985912	1.08233071853038	0.301974206749551	3.5841826697074	0.00033813538495567	0.00148872825929841	NW_015622504.1_cds_XP_016227724.1_54					NW_015622504.1_cds_XP_016227724.1_54	1182553.XP_007742079.1	6.26e-76	233	COG5054@1|root,KOG3355@2759|Eukaryota,3A3X7@33154|Opisthokonta,3P2I1@4751|Fungi,3QV06@4890|Ascomycota,20H14@147545|Eurotiomycetes,3MTCT@451870|Chaetothyriomycetidae	4751|Fungi	E	Sulfhydryl oxidase	ERV1	GO:0000166,GO:0003674,GO:0003756,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0006605,GO:0006626,GO:0006810,GO:0006839,GO:0006873,GO:0006875,GO:0006879,GO:0006886,GO:0006950,GO:0006979,GO:0006996,GO:0007005,GO:0008104,GO:0008150,GO:0008152,GO:0009987,GO:0015031,GO:0015035,GO:0015036,GO:0015833,GO:0016043,GO:0016491,GO:0016667,GO:0016670,GO:0016853,GO:0016860,GO:0016864,GO:0016971,GO:0016972,GO:0017038,GO:0019725,GO:0030003,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0033036,GO:0033365,GO:0033554,GO:0034599,GO:0034613,GO:0036094,GO:0042221,GO:0042592,GO:0042886,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044743,GO:0045041,GO:0045184,GO:0046907,GO:0046916,GO:0048037,GO:0048878,GO:0050660,GO:0050662,GO:0050801,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055085,GO:0055114,GO:0065002,GO:0065007,GO:0065008,GO:0070013,GO:0070585,GO:0070727,GO:0070887,GO:0071702,GO:0071705,GO:0071806,GO:0071840,GO:0072594,GO:0072655,GO:0097159,GO:0098771,GO:0140096,GO:1901265,GO:1901363,GO:1990542	1.8.3.2	ko:K17783,ko:K18182	ko04714,map04714				ko00000,ko00001,ko01000,ko03029				Evr1_Alr
gene-IR01_00055	lcl|NW_015622504.1_cds_XP_016227726.1_56	370.979573166666	0.886736659518696	0.247280097201663	3.58596049400426	0.000335839802337771	0.00147932480011676	NW_015622504.1_cds_XP_016227726.1_56					NW_015622504.1_cds_XP_016227726.1_56	43229.XP_007722085.1	8.56e-253	712	2C6NW@1|root,2S30I@2759|Eukaryota,39TAV@33154|Opisthokonta,3NUXR@4751|Fungi,3QR1P@4890|Ascomycota,20D03@147545|Eurotiomycetes,3MSGM@451870|Chaetothyriomycetidae	4751|Fungi	S	Hypothetical protein (DUF2410)													DUF2410
